Select,Prod Code,Ingr Prod Code,Ingredient Description,Pack Size,Recipe Weight,Cost,Recipe Use,Total Cost,Unit Cost Excl
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,30,,,235.49,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,30.00,,
HMR,,,,,Cost excl per Each/Kg,,,,7.85
HMR,,,,,,,,,
HMR,26905,CHAKALAKA BEANS SALAD,Vat,,,,,,
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,28825,BEANS IN T/S RHODES,P/KG,3.000,27.13,3.000,81.38,
HMR,,,,,-,,,-,
HMR,,26530,CURRY MED RAJAH,800G,0.050,85.44,0.050,4.27,
HMR,,30381,CURRY HOT RAJAH,800GR,0.050,136.70,0.050,6.84,
HMR,,30723,TOMATO SAUCE,5LT,2.000,47.00,2.000,94.00,
HMR,,27893,PEPPERS YELLOW,P/KG,2.000,36.67,2.000,73.33,
HMR,,28558,PEPPERS GREEN,P/KG,2.000,24.24,2.000,48.48,
HMR,,27892,PEPPERS RED,P/KG,2.000,38.76,2.000,77.52,
HMR,,27888,ONIONS010-HF,P/KG,2.000,8.20,2.000,16.40,
HMR,,27887,CARROTS,P/KG,10.000,7.50,10.000,75.00,
HMR,,26528,SPICE AROMAT,1KG,0.100,129.26,0.100,12.93,
HMR,,27220,SWEET CHILLI SAUCE,5LT,2.000,55.00,2.000,110.00,
HMR,,26518,OIL PURE EXCELLA,20LT,2.000,32.98,2.000,65.96,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,27.2,,,666.11,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,,,
HMR,,,,,Cost excl per Each/Kg,,,,
HMR,,,,,,,,,
BUTCHERY,29171,SPAR Y/B BEEF & PORK MINCE,Vat,,,,,,48.49
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28951,TRIMMINGS B/M 90VL V/P,P/KG,10.000,48.99,10.000,489.90,
BUTCHERY,,29378,PORK TRIMMINGS 90/10,P/KG,10.000,47.99,10.000,479.90,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,20,,,969.80,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,20.00,20.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,48.49
BUTCHERY,,,,,,,,,
BAKERY,27131,CHOC SPONGE SHEETS,Vat,,,,,,82.88
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,28292,PETTINA INST CHOC SPONGE,P/KG,6.000,34.84,6.000,209.04,
BAKERY,,26370,GOLDEN YOLK LOOSE BAKERY EGGS,30'S,2.700,59.00,2.000,118.00,
BAKERY,,29030,SPAR WATER,P/KG,1.400,3.20,1.400,4.48,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,10.1,,,331.52,
BAKERY,,,,,Scale,,2.500,,
BAKERY,,,,,Yield,4.04,4.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,82.88
BAKERY,,,,,,,,,
BAKERY,27204,RAINBOW CAKE,Vat,,,,,,18.07
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,27131,CHOC SPONGE SHEETS,EACH,3.000,103.86,3.000,311.58,
BAKERY,,28061,SUGAR ICING CHIPKIN,P/KG,0.600,25.32,0.600,15.19,
BAKERY,,27498,MARG YELLOW WOODEN SPOON,P/KG,0.600,36.36,0.600,21.82,
BAKERY,,28622,VERMICELLI R/BOW CHIPKINS,P/KG,0.200,64.40,0.200,12.88,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,4.4,,,361.47,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,20.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,18.07
BAKERY,,,,,,,,,
BAKERY,29161,RAINBOW SLAB,Vat,,,,,,9.04
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,27131,CHOC SPONGE SHEETS,EACH,3.000,103.86,3.000,311.58,
BAKERY,,28061,SUGAR ICING CHIPKIN,P/KG,0.600,25.32,0.600,15.19,
BAKERY,,27498,MARG YELLOW WOODEN SPOON,P/KG,0.600,36.36,0.600,21.82,
BAKERY,,28622,VERMICELLI R/BOW CHIPKINS,P/KG,0.200,64.40,0.200,12.88,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,4.4,,,361.47,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,40.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,9.04
BAKERY,,,,,,,,,
BAKERY,27144,VANILLA SPONGE SHEETS,Vat,,,,,,78.20
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,27989,PETTINA SPONGE INSTANT,P/KG,6.000,31.72,6.000,190.32,
BAKERY,,26370,GOLDEN YOLK LOOSE BAKERY EGGS,30'S,2.700,59.00,2.000,118.00,
BAKERY,,29030,SPAR WATER,P/KG,1.400,3.20,1.400,4.48,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,10.1,,,312.80,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,4.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,78.20
BAKERY,,,,,,,,,
BAKERY,29067,PEPPERMINT CAKE,Vat,,,,,,75.27
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,27970,CHOCOLATE BETTERCREME,P/KG,0.300,68.37,0.300,20.51,
BAKERY,,30618,RICH'S CHOCOLATE SIGNATURE,EA,0.678,26.95,1.500,40.43,
BAKERY,,28298,CHOC MINT CRUMBLE,P/KG,0.008,163.81,0.008,1.31,
BAKERY,,27993,CHOCKEX CHIPS,P/KG,0.040,66.67,0.040,2.67,
BAKERY,,27485,AMBIANTE TOPPING INT,1LT,0.040,59.21,0.040,2.37,
BAKERY,,30778,B471 SCREW LOCK BASE,EA,,2.67,1.000,2.67,
BAKERY,,30779,B562 SCREW LOCK DOME,EA,,5.31,1.000,5.31,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,1.066,,,75.27,
BAKERY,,,,,Scale,,1.000,,
BAKERY,,,,,Yield,1.07,1.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,75.27
BAKERY,,,,,,,,,
BAKERY,27300,IMITATION CREAM CAKE,Vat,,,,,,59.79
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,28330,SPONGE ROUND PLAIN,EA,0.450,31.98,1.000,31.98,
BAKERY,,28042,CARAMEL PREMIUM,3KG,0.066,121.00,0.066,7.99,
BAKERY,,27485,AMBIANTE TOPPING INT,1LT,0.200,59.21,0.200,11.84,
BAKERY,,30778,B471 SCREW LOCK BASE,EA,,2.67,1.000,2.67,
BAKERY,,30779,B562 SCREW LOCK DOME,EA,,5.31,1.000,5.31,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,0.716,,,59.79,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,1.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,59.79
BAKERY,,,,,,,,,
HMR,26981,GRILLED BACON,Vat,,,,,,166.58
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,30462,D.C BACK BACON,1KG,1.000,99.95,1.000,99.95,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,1,,,99.95,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,0.60,,
HMR,,,,,Cost excl per Each/Kg,,,,166.58
HMR,,,,,,,,,
HMR,27770,RUSSIAN LONG,Vat,,,,,,10.58
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,31903,SMOKED RUSSIANS VP,P/KG,0.294,35.99,0.294,10.58,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,0.294,,,10.58,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,1.00,,
HMR,,,,,Cost excl per Each/Kg,,,,10.58
HMR,,,,,,,,,
HMR,26982,SUNNY SIDE UP EGGS,Vat,,,,,,1.97
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,26371,GOLDEN YOLK LOOSE H/FOODS EGGS,30'S,1.500,59.00,1.000,59.00,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,1.5,,,59.00,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,30.00,,
HMR,,,,,Cost excl per Each/Kg,,,,1.97
HMR,,,,,,,,,
HMR,30024,SPAR TFS GRILLER FRZ BBQ 1'S,Vat,,,,,,58.83
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,28460,ROASTED W/ CHICKEN,EA,1.000,58.83,1.000,58.83,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,1,,,58.83,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,1.00,,
HMR,,,,,Cost excl per Each/Kg,,,,58.83
HMR,,,,,,,,,
HMR,28750,BBQ  CHICKEN,Vat,,,,,,67.05
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,28361,FRESH 5PCE BRAAIPACK,P/KG,2.000,45.50,2.000,91.00,
HMR,,32308,PRS BBQ FIESTA,P/KG,0.030,95.50,0.030,2.87,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,2.03,,,93.87,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,1.40,,
HMR,,,,,Cost excl per Each/Kg,,,,67.05
HMR,,,,,,,,,
BAKERY,29457,JELLY,Vat,,,,,,22.67
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,29030,SPAR WATER,P/KG,5.000,3.20,5.000,16.00,
BAKERY,,27510,CARTE DOR STRAWBERRY JELLY,500GR,1.000,60.00,2.000,120.00,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,6,,,136.00,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,6.00,,
BAKERY,,,,,Cost excl per Each/Kg,,,,22.67
BAKERY,,,,,,,,,
BAKERY,26958,JELLY & CUSTARD CUP,Vat,,,,,,
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,26371,GOLDEN YOLK LOOSE H/FOODS EGGS,30'S,1.500,59.00,1.000,59.00,
BAKERY,,26529,MAYONAISE TANGY,P/KG,,49.60,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,1.5,,,59.00,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,,,
BAKERY,,,,,Cost excl per Each/Kg,,,,
BAKERY,,,,,,,,,
BAKERY,34121,CUSTARD INSTANT,Vat,,,,,,20.05
BAKERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BAKERY,,29030,SPAR WATER,P/KG,1.000,3.20,1.000,3.20,
BAKERY,,28303,INSTANT KRAMESS,KG,0.300,76.20,0.300,22.86,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,,,,-,
BAKERY,,,,,1.3,,,26.06,
BAKERY,,,,,Scale,,,,
BAKERY,,,,,Yield,,1.30,,
BAKERY,,,,,Cost excl per Each/Kg,,,,20.05
BAKERY,,,,,,,,,
HMR,29037,EGG SALAD,Vat,,,,,,41.20
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,26371,GOLDEN YOLK LOOSE H/FOODS EGGS,30'S,4.500,59.00,3.000,177.00,
HMR,,26529,MAYONAISE TANGY,P/KG,1.000,49.60,1.000,49.60,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,5.5,,,226.60,
HMR,,,,,Scale,,1.000,,
HMR,,,,,Yield,5.50,5.50,,
HMR,,,,,Cost excl per Each/Kg,,,,41.20
HMR,,,,,,,,,
HMR,28567,SLUSH PUPPIE ASSORTED,Vat,,,,,,7.26
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,33807,SPAR WATER,P/KG,15.000,3.20,15.000,48.00,
HMR,,28268,SLO JO MANGO FRUIT TEAZER,KG,1.000,117.47,1.000,117.47,
HMR,,27515,BEAN TREE COLD BEV CUP LID,350ML,,3.13,40.000,125.02,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,16,,,290.49,
HMR,,,,,Scale,,0.400,,
HMR,,,,,Yield,40.00,40.00,,
HMR,,,,,Cost excl per Each/Kg,,,,7.26
HMR,,,,,,,,,
BUTCHERY,34221,STETSON BEEF BOERIE BURGER,Vat,,,,,,61.60
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,7.500,69.99,7.500,524.93,
BUTCHERY,,33696,SPAR WATER,P/KG,1.500,3.30,1.500,4.95,
BUTCHERY,,34180,BURGER STETSON BOERIE,1KG,1.000,86.15,1.000,86.15,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,10,,,616.03,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,10.00,10.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,61.60
BUTCHERY,,,,,,,,,
BUTCHERY,34222,STETSON BEEF PEPPER BURGER.,Vat,,,,,,62.43
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,7.500,69.99,7.500,524.93,
BUTCHERY,,33696,SPAR WATER,P/KG,1.500,3.30,1.500,4.95,
BUTCHERY,,34179,BURGER PEPPER STETSON,1KG,1.000,94.43,1.000,94.43,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,10,,,624.30,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,10.00,10.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,62.43
BUTCHERY,,,,,,,,,
BUTCHERY,34223,STETSON TEXAS VALUE BURGER,Vat,,,,,,56.33
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28863,VAC CROPS 90/10,P/KG,20.000,69.99,20.000,"1,399.80",
BUTCHERY,,33696,SPAR WATER,P/KG,5.000,3.30,5.000,16.50,
BUTCHERY,,34184,VALUE BURGER TEXAS STETSON,2KG,2.000,52.35,2.000,104.70,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,27,,,"1,521.00",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,27.00,27.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,56.33
BUTCHERY,,,,,,,,,
BUTCHERY,27125,SIPHO'S BUDGET BURGERS,Vat,,,,,,15.94
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,28743,FROZEN MDM,P/KG,40.000,15.50,40.000,620.00,
BUTCHERY,,29245,SOYA MINCE NATURAL,20KG,7.000,19.95,7.000,139.65,
BUTCHERY,,28760,BEEF KIDNEY FAT,P/KG,20.000,13.99,20.000,279.80,
BUTCHERY,,33696,SPAR WATER,P/KG,15.000,3.30,15.000,49.50,
BUTCHERY,,28444,SPECIAL DHANIA SAUSAGE,P/KG,0.700,99.99,0.700,69.99,
BUTCHERY,,27142,BRAAI SUPREME,3KG,3.000,60.76,3.000,182.28,
BUTCHERY,,28688,GARLIC POWDER,1KG,0.125,123.50,0.125,15.44,
BUTCHERY,,31548,BBQ SIX GUN GRILL,8KG,0.200,74.89,0.200,14.98,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,86.025,,,"1,371.64",
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,86.03,86.03,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,15.94
BUTCHERY,,,,,,,,,
BUTCHERY,29303,SIPHO'S BUDGET BURGERS 24S,Vat,,,,,,39.41
BUTCHERY,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
BUTCHERY,,27125,SIPHO'S BUDGET BURGERS,KG,2.400,16.42,2.400,39.41,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,,,,-,
BUTCHERY,,,,,2.4,,,39.41,
BUTCHERY,,,,,Scale,,1.000,,
BUTCHERY,,,,,Yield,2.40,1.00,,
BUTCHERY,,,,,Cost excl per Each/Kg,,,,39.41
BUTCHERY,,,,,,,,,
HMR,26956,CHICKEN STEWS,Vat,,,,,,45.05
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,28361,FRESH 5PCE BRAAIPACK,P/KG,3.000,45.50,3.000,136.50,
HMR,,22942,SAVEMOR VEGETABLES MIXED,1KG,1.000,32.49,1.000,32.49,
HMR,,33807,SPAR WATER,P/KG,1.500,3.20,1.500,4.80,
HMR,,30095,STEW CHICKEN SO GOOD,P/KG,0.150,127.49,0.150,19.12,
HMR,,26518,OIL PURE EXCELLA,20LT,0.100,32.98,0.100,3.30,
HMR,,27888,ONIONS010-HF,P/KG,0.100,8.20,0.100,0.82,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,,,,-,
HMR,,,,,5.85,,,197.03,
HMR,,,,,Scale,,,,
HMR,,,,,Yield,,4.37,,
HMR,,,,,Cost excl per Each/Kg,,,,45.05
HMR,,,,,,,,,
HMR,30818,BEEF STEWS,Vat,,,,,,42.08
HMR,,Prod Code,Description,Pack,Weight,Cost,Recipe,Cost,
HMR,,27095,SPAR BEEF STEW BONE IN,KG,4.000,61.59,4.000,246.36,
HMR,,27888,ONIONS010-HF,P/KG,0.100,8.20,0.100,0.82,
HMR,,27887,CARROTS,P/KG,1.000,7.50,1.000,7.50,
